"Estadillo";"Cla";"Subclase";"Especie";"Fcc";"Hm"
"0249";"A";"4";"1103";5;6
"0249";"A";"4";"1104";1;2
"0249";"A";"4";"1109";5;4
"0249";"A";"4";"119";15;10
"0249";"A";"4";"129";3;3
"0251";"A";"1";"1103";5;8
"0251";"A";"1";"129";5;4
"0251";"A";"1";"142";1;4
"0251";"A";"1";"154";15;6
"0251";"A";"1";"4101";10;8
"0253";"A";"4";"104";10;4
"0253";"A";"4";"1109";1;2
"0253";"A";"4";"114";10;5
"0253";"A";"4";"129";1;2
"0254";"A";"1";"104";10;3
"0254";"A";"1";"114";20;3
"0254";"A";"1";"129";15;2
"0254";"A";"1";"3101";10;2
"0255";"A";"1";"1109";15;3
"0255";"A";"1";"1110";1;4
"0255";"A";"1";"129";5;2
"0255";"A";"1";"8104";5;5
"0256";"A";"4";"109";1;4
"0256";"A";"4";"1122";1;10
"0256";"A";"4";"114";5;6
"0256";"A";"4";"129";5;7
"0256";"A";"4";"3101";5;5
"0257";"A";"1";"1109";1;2
"0257";"A";"1";"114";10;10
"0257";"A";"1";"129";5;2
"0257";"A";"1";"4101";5;4
"0258";"A";"1";"1103";1;6
"0258";"A";"1";"1109";1;5
"0258";"A";"1";"114";5;8
"0258";"A";"1";"129";5;2
"0261";"A";"1";"1103";5;4
"0261";"A";"1";"1109";5;4
"0261";"A";"1";"114";1;10
"0261";"A";"1";"129";15;3
"0261";"A";"1";"155";20;10
"0262";"A";"4C";"105";5;8
"0262";"A";"4C";"1109";1;4
"0262";"A";"4C";"114";15;6
"0262";"A";"4C";"129";1;3
"0262";"A";"4C";"4101";5;6
"0263";"A";"1";"104";15;4
"0263";"A";"1";"1109";1;4
"0263";"A";"1";"1122";1;4
"0263";"A";"1";"114";1;8
"0263";"A";"1";"129";10;3
"0263";"A";"1";"155";5;9
"0264";"A";"1";"105";15;10
"0264";"A";"1";"1103";5;4
"0264";"A";"1";"1109";1;2
"0264";"A";"1";"114";10;10
"0264";"A";"1";"129";5;2
"0264";"A";"1";"8104";10;5
"0265";"A";"1";"104";10;3
"0265";"A";"1";"105";5;12
"0265";"A";"1";"1122";1;2
"0265";"A";"1";"114";15;9
"0265";"A";"1";"3101";15;6
"0265";"A";"1";"4101";15;10
"0266";"A";"1";"1103";5;4
"0266";"A";"1";"1109";1;6
"0266";"A";"1";"117";1;3
"0266";"A";"1";"129";10;2
"0266";"A";"1";"155";5;4
"0267";"A";"4C";"1109";5;4
"0267";"A";"4C";"1122";10;5
"0267";"A";"4C";"129";10;2
"0267";"A";"4C";"155";10;5
"0271";"A";"1";"117";5;2
"0271";"A";"1";"129";10;2
"0271";"A";"1";"142";5;2
"0274";"A";"3E";"104";1;8
"0274";"A";"3E";"1109";5;4
"0274";"A";"3E";"114";15;6
"0274";"A";"3E";"129";10;2
"0274";"A";"3E";"2122";1;4
"0274";"A";"3E";"3101";10;6
"0280";"A";"4";"105";2;4
"0280";"A";"4";"1122";3;6
"0280";"A";"4";"114";4;5
"0280";"A";"4";"125";7;7
"0280";"A";"4";"129";1;2
"0282";"A";"4";"104";15;3
"0282";"A";"4";"1104";3;3
"0282";"A";"4";"116";1;6
"0283";"A";"1";"104";3;3
"0283";"A";"1";"105";15;16
"0283";"A";"1";"109";2;2
"0283";"A";"1";"114";10;10
"0283";"A";"1";"127";1;1
"0283";"A";"1";"129";1;1
"0283";"A";"1";"142";2;2
"0283";"A";"1";"3101";5;6
"0284";"A";"1";"104";3;3
"0284";"A";"1";"105";3;4
"0284";"A";"1";"109";1;3
"0284";"A";"1";"114";5;5
"0284";"A";"1";"3101";3;3
"0285";"A";"1";"104";5;4
"0285";"A";"1";"114";10;8
"0285";"A";"1";"122";1;5
"0285";"A";"1";"129";3;2
"0285";"A";"1";"142";1;2
"0287";"A";"1";"104";1;4
"0287";"A";"1";"1109";2;2
"0287";"A";"1";"114";10;4
"0287";"A";"1";"124";1;3
"0287";"A";"1";"129";5;1
"0287";"A";"1";"4101";10;6
"0288";"A";"1";"104";1;4
"0288";"A";"1";"114";10;4
"0288";"A";"1";"129";10;2
"0289";"A";"1";"104";3;4
"0289";"A";"1";"105";25;15
"0289";"A";"1";"114";20;10
"0289";"A";"1";"142";1;1
"0290";"A";"1";"104";3;4
"0290";"A";"1";"105";5;6
"0290";"A";"1";"114";10;6
"0290";"A";"1";"117";1;3
"0290";"A";"1";"3101";5;5
"0290";"A";"1";"8104";10;6
"0294";"A";"4";"114";5;5
"0294";"A";"4";"125";2;6
"0294";"A";"4";"3101";3;3
"0296";"A";"1";"104";5;5
"0296";"A";"1";"114";5;4
"0296";"A";"1";"129";25;2
"0296";"A";"1";"142";5;2
"0300";"A";"1";"114";25;8
"0300";"A";"1";"129";10;3
"0300";"A";"1";"142";2;1
"0300";"A";"1";"3101";2;5
"0301";"A";"1";"105";4;18
"0301";"A";"1";"114";8;14
"0301";"A";"1";"129";5;3
"0301";"A";"1";"3101";5;5
"0301";"A";"1";"8104";3;3
"0302";"A";"1";"114";50;8
"0302";"A";"1";"127";2;4
"0302";"A";"1";"129";1;4
"0302";"A";"1";"142";10;2
"0302";"A";"1";"2124";2;7
"0302";"A";"1";"3155";2;8
"0303";"A";"1";"104";2;4
"0303";"A";"1";"105";2;7
"0303";"A";"1";"127";1;3
"0303";"A";"1";"142";1;1
"0305";"A";"1";"104";1;6
"0305";"A";"1";"105";15;10
"0305";"A";"1";"1122";1;8
"0305";"A";"1";"114";10;7
"0305";"A";"1";"129";3;3
"0305";"A";"1";"142";1;1
"0305";"A";"1";"3101";20;6
"0306";"A";"1";"114";15;12
"0306";"A";"1";"129";5;2
"0306";"A";"1";"142";1;2
"0306";"A";"1";"8104";25;10
"0307";"A";"1";"105";2;3
"0307";"A";"1";"114";10;6
"0307";"A";"1";"129";1;2
"0307";"A";"1";"142";2;1
"0307";"A";"1";"2109";1;6
"0307";"A";"1";"2124";1;2
"0307";"A";"1";"3155";3;4
"0307";"A";"1";"4101";1;10
"0307";"A";"1";"8104";5;8
"0308";"A";"1";"114";10;6
"0308";"A";"1";"117";10;3
"0308";"A";"1";"142";1;2
"0308";"A";"1";"4101";20;6
"0309";"A";"1";"105";2;4
"0309";"A";"1";"1110";2;10
"0309";"A";"1";"1122";2;15
"0309";"A";"1";"114";15;10
"0309";"A";"1";"119";1;6
"0309";"A";"1";"125";2;8
"0309";"A";"1";"128";2;3
"0309";"A";"1";"129";4;2
"0309";"A";"1";"138";1;1
"0309";"A";"1";"142";1;6
"0309";"A";"1";"154";3;8
"0309";"A";"1";"3155";3;10
"0309";"A";"1";"8104";6;10
"0310";"A";"1";"105";2;10
"0310";"A";"1";"114";10;7
"0310";"A";"1";"142";2;2
"0310";"A";"1";"3155";1;5
"0310";"A";"1";"4101";2;6
"0311";"A";"1";"1122";1;15
"0311";"A";"1";"114";12;8
"0311";"A";"1";"142";1;1
"0311";"A";"1";"3155";2;4
"0311";"A";"1";"8104";2;5
"0312";"A";"1";"105";10;22
"0312";"A";"1";"114";10;10
"0312";"A";"1";"128";2;1
"0312";"A";"1";"129";3;1
"0312";"A";"1";"156";1;5
"0312";"A";"1";"157";3;4
"0312";"A";"1";"3155";3;3
"0313";"A";"1";"1122";3;15
"0313";"A";"1";"114";2;5
"0313";"A";"1";"1167";1;10
"0313";"A";"1";"129";5;1
"0313";"A";"1";"138";1;3
"0313";"A";"1";"4103";2;10
"0314";"A";"1";"104";5;5
"0314";"A";"1";"109";1;1
"0314";"A";"1";"114";30;6
"0314";"A";"1";"129";5;3
"0314";"A";"1";"142";5;3
"0315";"A";"1";"104";5;7
"0315";"A";"1";"1110";1;5
"0315";"A";"1";"114";10;8
"0315";"A";"1";"129";5;2
"0315";"A";"1";"142";1;2
"0315";"A";"1";"4101";10;8
"0315";"A";"1";"5104";5;8
"0315";"A";"1";"8104";1;6
"0316";"A";"1";"1122";1;20
"0316";"A";"1";"114";15;10
"0316";"A";"1";"142";5;2
"0316";"A";"1";"4101";3;10
"0317";"A";"1";"105";10;5
"0318";"A";"1";"104";5;3
"0318";"A";"1";"105";10;17
"0318";"A";"1";"1122";3;7
"0318";"A";"1";"114";15;7
"0320";"A";"1";"105";15;18
"0320";"A";"1";"1103";2;4
"0320";"A";"1";"129";1;2
"0320";"A";"1";"142";1;1
"0320";"A";"1";"144";10;10
"0320";"A";"1";"3101";3;5
"0320";"A";"1";"3155";1;8
"0320";"A";"1";"4104";2;13
"0320";"A";"1";"8104";3;6
"0324";"A";"1";"114";25;8
"0324";"A";"1";"138";1;2
"0324";"A";"1";"142";2;1
"0324";"A";"1";"157";2;4
"0324";"A";"1";"3155";2;6
"0324";"A";"1";"4103";1;10
"0327";"A";"1";"105";2;15
"0327";"A";"1";"1122";2;15
"0327";"A";"1";"114";25;10
"0327";"A";"1";"142";3;2
"0327";"A";"1";"3155";2;3
"0328";"A";"1";"104";5;3
"0328";"A";"1";"105";2;7
"0328";"A";"1";"114";10;8
"0328";"A";"1";"142";2;2
"0330";"A";"1";"104";1;5
"0330";"A";"1";"105";2;6
"0330";"A";"1";"114";30;9
"0330";"A";"1";"129";3;5
"0330";"A";"1";"142";1;2
"0330";"A";"1";"3155";5;10
"0330";"A";"1";"5104";2;3
"0331";"A";"1";"1110";1;6
"0331";"A";"1";"114";2;6
"0331";"A";"1";"142";1;1
"0331";"A";"1";"157";2;10
"0331";"A";"1";"3155";2;9
"0333";"A";"1";"1110";1;6
"0333";"A";"1";"114";8;8
"0333";"A";"1";"142";1;2
"0333";"A";"1";"157";1;5
"0333";"A";"1";"3101";1;5
"0333";"A";"1";"4101";5;8
"0333";"A";"1";"8104";3;4
"0335";"A";"1";"114";10;8
"0335";"A";"1";"125";3;7
"0335";"A";"1";"142";2;1
"0335";"A";"1";"4101";5;18
"0336";"A";"1";"114";8;10
"0336";"A";"1";"129";1;2
"0336";"A";"1";"142";4;2
"0336";"A";"1";"154";1;12
"0336";"A";"1";"3155";2;4
"0337";"A";"1";"1110";2;8
"0337";"A";"1";"114";10;8
"0337";"A";"1";"129";30;1
"0337";"A";"1";"142";2;2
"0337";"A";"1";"157";5;7
"0337";"A";"1";"4103";1;13
"0338";"A";"1";"114";15;8
"0338";"A";"1";"126";1;4
"0338";"A";"1";"128";1;2
"0338";"A";"1";"142";2;2
"0338";"A";"1";"157";2;8
"0339";"A";"4";"104";2;5
"0339";"A";"4";"114";5;8
"0339";"A";"4";"125";2;10
"0339";"A";"4";"142";1;2
"0339";"A";"4";"4103";10;10
"0340";"A";"1";"129";7;1
"0340";"A";"1";"142";1;1
"0340";"A";"1";"162";1;2
"0340";"A";"1";"2124";3;2
"0340";"A";"1";"3155";2;3
"0341";"A";"1";"127";1;2
"0341";"A";"1";"129";2;1
"0341";"A";"1";"142";5;1
"0341";"A";"1";"3155";1;4
"0342";"A";"1";"124";3;4
"0342";"A";"1";"129";2;2
"0342";"A";"1";"3155";5;4
"0343";"A";"1";"3155";5;3
"0345";"A";"4C";"126";1;2
"0345";"A";"4C";"129";2;2
"0345";"A";"4C";"2124";6;4
"0345";"A";"4C";"3155";3;4
"0346";"A";"1";"1122";1;8
"0346";"A";"1";"129";15;3
"0346";"A";"1";"3155";10;4
"0347";"A";"1";"1122";1;5
"0347";"A";"1";"116";1;4
"0347";"A";"1";"129";2;1
"0347";"A";"1";"142";7;2
"0347";"A";"1";"2124";3;4
"0347";"A";"1";"3155";3;4
"0348";"A";"1";"129";5;1
"0348";"A";"1";"142";3;1
"0348";"A";"1";"2124";3;4
"0348";"A";"1";"3101";2;6
"0348";"A";"1";"3155";2;5
"0349";"A";"1";"114";2;16
"0349";"A";"1";"116";4;4
"0349";"A";"1";"129";20;3
"0349";"A";"1";"138";2;4
"0349";"A";"1";"2109";5;3
"0349";"A";"1";"2124";3;4
"0349";"A";"1";"3101";2;3
"0349";"A";"1";"3155";25;3
"0351";"A";"4C";"114";3;10
"0351";"A";"4C";"116";1;2
"0351";"A";"4C";"126";1;3
"0351";"A";"4C";"129";2;2
"0351";"A";"4C";"142";5;2
"0351";"A";"4C";"3155";3;6
"0352";"A";"1";"114";8;8
"0352";"A";"1";"116";2;2
"0352";"A";"1";"129";5;2
"0352";"A";"1";"142";2;2
"0352";"A";"1";"2124";3;4
"0353";"A";"4C";"116";4;15
"0353";"A";"4C";"119";3;10
"0353";"A";"4C";"129";2;2
"0356";"A";"1";"129";5;2
"0356";"A";"1";"3101";10;4
"0356";"A";"1";"9103";40;11
"0357";"A";"3E";"127";10;3
"0357";"A";"3E";"129";5;2
"0357";"A";"3E";"3101";20;5
"0357";"A";"3E";"4103";15;20
"0357";"A";"3E";"9103";5;6
"0358";"A";"1";"1103";3;5
"0358";"A";"1";"1110";2;4
"0358";"A";"1";"129";2;2
"0358";"A";"1";"3101";1;8
"0358";"A";"1";"4101";3;12
"0358";"A";"1";"5104";2;2
"0359";"A";"1";"111";3;18
"0359";"A";"1";"114";15;11
"0359";"A";"1";"125";3;10
"0359";"A";"1";"154";2;6
"0359";"A";"1";"3101";1;5
"0359";"A";"1";"8104";10;10
"0360";"A";"1";"104";5;3
"0360";"A";"1";"114";15;6
"0360";"A";"1";"129";5;3
"0361";"A";"1";"1103";3;6
"0361";"A";"1";"129";2;2
"0361";"A";"1";"154";2;3
"0361";"A";"1";"5104";2;3
"0362";"A";"1";"114";5;8
"0362";"A";"1";"117";2;2
"0362";"A";"1";"154";2;4
"0362";"A";"1";"3101";2;5
"0362";"A";"1";"4104";2;3
"0363";"A";"1";"114";15;10
"0363";"A";"1";"117";2;2
"0363";"A";"1";"125";3;5
"0363";"A";"1";"3101";2;8
"0363";"A";"1";"4104";2;3
"0364";"A";"1";"117";2;2
"0364";"A";"1";"129";2;2
"0364";"A";"1";"154";2;4
"0364";"A";"1";"5104";2;5
"0364";"A";"1";"8104";10;11
"0365";"A";"1";"105";2;10
"0365";"A";"1";"1103";2;4
"0365";"A";"1";"114";10;11
"0365";"A";"1";"117";2;2
"0365";"A";"1";"8104";5;10
"0368";"A";"1";"128";2;2
"0368";"A";"1";"129";1;2
"0371";"A";"1";"117";1;1
"0371";"A";"1";"129";2;2
"0372";"A";"1";"114";3;8
"0372";"A";"1";"117";2;1
"0372";"A";"1";"4104";2;3
"0384";"A";"1";"125";5;4
"0384";"A";"1";"3155";1;3
"0384";"A";"1";"4103";2;5
"0391";"A";"1";"129";2;2
"0399";"A";"1";"105";15;4
"0399";"A";"1";"1122";1;5
"0399";"A";"1";"114";3;4
"0399";"A";"1";"129";2;3
"0399";"A";"1";"6103";10;3
"0400";"A";"1";"114";12;5
"0400";"A";"1";"4104";2;2
"0407";"A";"1";"114";5;11
"0407";"A";"1";"129";15;4
"0407";"A";"1";"4103";15;18
"0410";"A";"1";"105";3;11
"0410";"A";"1";"111";3;10
"0410";"A";"1";"114";5;11
"0410";"A";"1";"117";2;2
"0410";"A";"1";"125";5;9
"0410";"A";"1";"155";2;6
"0410";"A";"1";"4101";2;6
"0410";"A";"1";"4104";3;4
"0411";"A";"1";"105";2;5
"0411";"A";"1";"111";2;20
"0411";"A";"1";"1110";1;5
"0411";"A";"1";"114";5;10
"0411";"A";"1";"155";2;4
"0411";"A";"1";"3101";3;10
"0411";"A";"1";"4101";10;11
"0411";"A";"1";"4104";2;4
"0416";"A";"1";"1103";2;4
"0416";"A";"1";"114";5;10
"0416";"A";"1";"117";2;1
"0416";"A";"1";"129";2;2
"0416";"A";"1";"142";2;1
"0418";"A";"3E";"1103";2;4
"0418";"A";"3E";"114";10;11
"0418";"A";"3E";"117";2;2
"0423";"A";"1";"1122";5;10
"0423";"A";"1";"114";8;5
"0423";"A";"1";"2124";5;3
"0423";"A";"1";"3155";3;4
"0428";"A";"1";"114";3;6
"0428";"A";"1";"117";1;1
"0429";"A";"1";"128";2;2
"0429";"A";"1";"129";2;2
"0430";"A";"4";"114";20;7
"0430";"A";"4";"154";3;2
"0430";"A";"4";"2124";4;3
"0430";"A";"4";"3155";5;4
"0430";"A";"4";"4101";5;4
"0431";"A";"1";"114";10;6
"0431";"A";"1";"129";2;2
"0431";"A";"1";"155";2;5
"0432";"A";"1";"114";17;4
"0432";"A";"1";"117";1;2
"0432";"A";"1";"129";2;1
"0432";"A";"1";"3155";2;3
"0432";"A";"1";"4101";5;4
"0435";"A";"1";"114";15;10
"0435";"A";"1";"125";1;5
"0435";"A";"1";"128";1;3
"0435";"A";"1";"129";5;2
"0435";"A";"1";"4101";7;6
"0437";"A";"1";"114";5;8
"0437";"A";"1";"129";7;2
"0437";"A";"1";"2124";2;3
"0437";"A";"1";"3101";2;4
"0437";"A";"1";"3155";1;3
"0437";"A";"1";"4101";3;4
"0438";"A";"1";"107";1;1
"0438";"A";"1";"114";5;4
"0438";"A";"1";"117";2;2
"0438";"A";"1";"129";2;2
"0438";"A";"1";"3155";1;2
"0438";"A";"1";"4101";2;3
"0439";"A";"4";"114";12;10
"0439";"A";"4";"129";3;2
"0439";"A";"4";"142";5;2
"0439";"A";"4";"3155";5;4
"0439";"A";"4";"4101";2;5
"0440";"A";"4";"1122";1;4
"0440";"A";"4";"114";20;12
"0440";"A";"4";"129";1;2
"0440";"A";"4";"142";1;1
"0440";"A";"4";"2109";1;3
"0440";"A";"4";"2122";3;3
"0440";"A";"4";"3155";2;5
"0440";"A";"4";"4101";6;8
"0441";"A";"4";"114";15;5
"0441";"A";"4";"129";3;1
"0444";"A";"4C";"1104";5;2
"0444";"A";"4C";"129";5;2
"0444";"A";"4C";"142";3;2
"0444";"A";"4C";"2122";3;5
"0444";"A";"4C";"2124";5;3
"0445";"A";"4";"116";2;1
"0445";"A";"4";"129";8;2
"0445";"A";"4";"142";2;1
"0445";"A";"4";"3101";1;7
"0447";"A";"4";"114";5;10
"0447";"A";"4";"129";10;2
"0447";"A";"4";"142";1;2
"0447";"A";"4";"154";5;4
"0447";"A";"4";"2124";2;5
"0447";"A";"4";"3155";2;5
"0448";"A";"3E";"114";12;10
"0448";"A";"3E";"129";2;1
"0448";"A";"3E";"142";5;1
"0448";"A";"3E";"2124";1;3
"0449";"A";"3E";"1122";1;6
"0449";"A";"3E";"129";5;2
"0449";"A";"3E";"138";1;3
"0449";"A";"3E";"154";1;1
"0449";"A";"3E";"3155";3;6
"0451";"A";"1";"1104";2;2
"0451";"A";"1";"114";5;10
"0451";"A";"1";"129";5;2
"0451";"A";"1";"142";1;2
"0451";"A";"1";"3155";2;7
"0452";"A";"1";"1104";3;2
"0452";"A";"1";"116";1;6
"0452";"A";"1";"129";5;1
"0452";"A";"1";"142";5;2
"0452";"A";"1";"2122";1;4
"0452";"A";"1";"2124";3;3
"0452";"A";"1";"3155";2;5
"0453";"A";"1";"116";15;2
"0453";"A";"1";"129";5;1
"0453";"A";"1";"2122";1;2
"0453";"A";"1";"3155";1;2
"0454";"A";"1";"129";4;2
"0454";"A";"1";"142";5;2
"0454";"A";"1";"2122";1;8
"0454";"A";"1";"3155";2;3
"0457";"A";"1";"114";10;10
"0457";"A";"1";"129";1;2
"0457";"A";"1";"142";4;2
"0457";"A";"1";"2124";1;3
"0457";"A";"1";"3101";12;7
"0457";"A";"1";"3155";2;5
"0458";"A";"1";"107";2;1
"0458";"A";"1";"114";8;13
"0458";"A";"1";"129";3;2
"0458";"A";"1";"142";2;2
"0458";"A";"1";"2124";2;5
"0458";"A";"1";"3155";2;5
"0458";"A";"1";"4101";3;10
"0459";"A";"1";"1122";1;4
"0459";"A";"1";"114";25;9
"0459";"A";"1";"129";1;2
"0460";"A";"1";"129";7;3
"0461";"A";"1";"1122";1;6
"0461";"A";"1";"124";15;3
"0461";"A";"1";"2124";1;3
"0461";"A";"1";"3155";5;4
"0462";"A";"4C";"142";5;2
"0463";"A";"4C";"116";5;2
"0463";"A";"4C";"129";8;2
"0463";"A";"4C";"142";3;2
"0463";"A";"4C";"2124";2;2
"0463";"A";"4C";"3155";1;2
"0465";"A";"4";"1104";10;3
"0465";"A";"4";"129";5;1
"0465";"A";"4";"142";1;1
"0465";"A";"4";"2122";1;7
"0465";"A";"4";"2124";5;4
"0465";"A";"4";"3155";2;4
"0467";"A";"1";"116";20;2
"0467";"A";"1";"119";1;20
"0467";"A";"1";"129";10;4
"0467";"A";"1";"2122";1;4
"0467";"A";"1";"4104";1;5
"0468";"A";"4";"114";2;10
"0468";"A";"4";"129";10;3
"0468";"A";"4";"142";2;2
"0468";"A";"4";"2109";1;4
"0468";"A";"4";"2124";2;4
"0469";"A";"1";"128";2;3
"0469";"A";"1";"129";10;1
"0469";"A";"1";"142";1;2
"0469";"A";"1";"3155";2;4
"0470";"A";"4";"126";5;3
"0470";"A";"4";"129";2;3
"0471";"A";"1";"1122";1;2
"0471";"A";"1";"126";1;2
"0471";"A";"1";"129";1;1
"0471";"A";"1";"142";1;1
"0471";"A";"1";"3155";1;1
"0473";"A";"1";"114";2;12
"0473";"A";"1";"116";5;2
"0473";"A";"1";"129";5;2
"0473";"A";"1";"142";5;2
"0473";"A";"1";"2122";1;6
"0473";"A";"1";"2124";2;3
"0474";"A";"1";"129";5;2
"0474";"A";"1";"138";1;2
"0475";"A";"1";"1104";3;2
"0475";"A";"1";"116";1;6
"0475";"A";"1";"119";1;4
"0475";"A";"1";"129";5;1
"0475";"A";"1";"142";2;1
"0475";"A";"1";"2122";2;5
"0476";"A";"1";"116";2;2
"0476";"A";"1";"129";8;2
"0476";"A";"1";"142";5;1
"0476";"A";"1";"155";5;3
"0476";"A";"1";"2122";1;10
"0476";"A";"1";"2124";1;2
"0477";"A";"1";"129";5;2
"0477";"A";"1";"142";3;2
"0477";"A";"1";"3155";3;10
"0477";"A";"1";"4104";2;12
"0478";"A";"4";"1104";2;2
"0478";"A";"4";"126";2;3
"0478";"A";"4";"129";5;2
"0478";"A";"4";"142";25;2
"0479";"A";"4C";"1104";5;2
"0479";"A";"4C";"135";3;8
"0479";"A";"4C";"142";6;2
"0479";"A";"4C";"2122";2;5
"0479";"A";"4C";"2124";5;4
"0479";"A";"4C";"3101";1;3
"0479";"A";"4C";"3155";2;6
"0479";"A";"4C";"8104";2;3
"0480";"A";"4";"1104";3;2
"0480";"A";"4";"126";2;3
"0480";"A";"4";"129";10;3
"0480";"A";"4";"2122";1;3
"0481";"A";"4";"114";1;3
"0481";"A";"4";"3101";4;3
"0481";"A";"4";"4104";2;4
"0483";"A";"4";"129";5;2
"0483";"A";"4";"142";5;2
"0483";"A";"4";"2124";10;4
"0483";"A";"4";"3155";2;7
"0484";"A";"1";"129";5;2
"0484";"A";"1";"142";2;2
"0487";"A";"4";"1132";2;6
"0487";"A";"4";"129";2;3
"0487";"A";"4";"142";4;2
"0487";"A";"4";"2122";2;6
"0488";"A";"4";"142";7;2
"0489";"A";"4";"129";6;2
"0492";"A";"3E";"105";3;17
"0492";"A";"3E";"129";6;2
"0493";"A";"1";"105";2;3
"0493";"A";"1";"124";2;4
"0493";"A";"1";"129";8;3
"0494";"A";"4";"128";2;3
"0494";"A";"4";"129";8;2
"0494";"A";"4";"154";12;3
"0494";"A";"4";"3101";4;4
"0496";"A";"4";"105";6;17
"0496";"A";"4";"129";6;2
"0496";"A";"4";"154";4;3
"0497";"A";"1";"129";20;2
"0497";"A";"1";"154";15;2
"0498";"A";"1";"129";6;2
"0498";"A";"1";"154";3;2
"0500";"A";"1";"114";30;5
"0500";"A";"1";"117";10;5
"0500";"A";"1";"129";5;1
"0502";"A";"1";"114";25;5
"0502";"A";"1";"502";15;10
"0504";"A";"1";"114";15;7
"0504";"A";"1";"129";4;2
"0504";"A";"1";"154";5;3
"0504";"A";"1";"162";1;3
"0504";"A";"1";"3155";1;3
"0504";"A";"1";"4101";7;5
"0505";"A";"4";"129";2;2
"0505";"A";"4";"154";5;3
"0505";"A";"4";"3155";1;4
"0506";"A";"1";"114";15;10
"0506";"A";"1";"124";1;4
"0506";"A";"1";"129";2;2
"0506";"A";"1";"3104";5;4
"0508";"A";"4";"114";10;8
"0508";"A";"4";"4101";10;5
"0509";"A";"1";"105";20;15
"0509";"A";"1";"114";10;4
"0510";"A";"1";"105";30;10
"0510";"A";"1";"1103";10;1
"0510";"A";"1";"114";20;4
"0510";"A";"1";"129";10;1
"0511";"A";"1";"129";4;2
"0511";"A";"1";"155";7;4
"0511";"A";"1";"162";1;2
"0511";"A";"1";"2124";15;2
"0511";"A";"1";"4101";2;4
"0513";"A";"4";"129";10;1
"0514";"A";"4";"114";40;5
"0514";"A";"4";"129";15;1
"0514";"A";"4";"154";15;1
"0514";"A";"4";"155";10;4
"0515";"A";"1";"105";5;7
"0515";"A";"1";"107";6;1
"0515";"A";"1";"114";15;6
"0515";"A";"1";"129";10;2
"0515";"A";"1";"144";1;17
"0515";"A";"1";"154";2;2
"0515";"A";"1";"155";3;4
"0515";"A";"1";"162";1;2
"0515";"A";"1";"4101";4;4
"0515";"A";"1";"5104";7;3
"0516";"A";"1";"128";1;1
"0516";"A";"1";"129";5;2
"0518";"A";"3E";"110";5;5
"0518";"A";"3E";"1103";20;5
"0518";"A";"3E";"119";1;5
"0518";"A";"3E";"121";15;2
"0519";"A";"1";"105";4;7
"0519";"A";"1";"1109";1;2
"0519";"A";"1";"1110";3;6
"0519";"A";"1";"129";3;1
"0519";"A";"1";"138";1;4
"0519";"A";"1";"155";5;5
"0519";"A";"1";"4104";6;1
"0524";"A";"1";"110";1;5
"0524";"A";"1";"1103";4;6
"0524";"A";"1";"114";4;5
"0524";"A";"1";"129";3;1
"0525";"A";"1";"109";2;3
"0525";"A";"1";"1103";2;5
"0525";"A";"1";"1110";1;5
"0525";"A";"1";"119";2;2
"0525";"A";"1";"124";1;1
"0525";"A";"1";"129";3;2
"0525";"A";"1";"141";1;1
"0525";"A";"1";"143";1;3
"0525";"A";"1";"144";1;4
"0525";"A";"1";"3121";2;5
"0526";"A";"1";"101";5;6
"0526";"A";"1";"105";10;6
"0526";"A";"1";"110";1;5
"0526";"A";"1";"1103";15;4
"0526";"A";"1";"129";5;1
"0526";"A";"1";"138";2;2
"0529";"A";"1";"104";5;4
"0529";"A";"1";"105";2;4
"0529";"A";"1";"109";1;4
"0529";"A";"1";"114";40;6
"0529";"A";"1";"129";5;1
"0529";"A";"1";"155";1;3
"0530";"A";"1";"105";15;6
"0530";"A";"1";"129";5;1
"0532";"A";"1";"1110";2;7
"0532";"A";"1";"119";5;15
"0532";"A";"1";"129";4;3
"0532";"A";"1";"138";2;3
"0532";"A";"1";"144";4;15
"0534";"A";"1";"1103";20;5
"0534";"A";"1";"1110";1;5
"0534";"A";"1";"129";5;2
"0534";"A";"1";"4104";2;3
"0535";"A";"1";"105";15;7
"0535";"A";"1";"110";5;5
"0535";"A";"1";"1103";2;4
"0535";"A";"1";"129";7;1
"0535";"A";"1";"138";1;3
"0536";"A";"1";"110";2;5
"0536";"A";"1";"1103";10;5
"0536";"A";"1";"114";45;4
"0536";"A";"1";"129";1;1
"0538";"A";"4";"114";2;5
"0538";"A";"4";"129";4;2
"0538";"A";"4";"155";4;5
"0538";"A";"4";"4104";3;5
"0539";"A";"1";"105";3;10
"0539";"A";"1";"1122";4;13
"0539";"A";"1";"129";5;2
"0540";"A";"4C";"105";4;10
"0540";"A";"4C";"1122";3;6
"0540";"A";"4C";"129";3;1
"0540";"A";"4C";"4104";8;5
"0541";"A";"1";"110";2;4
"0541";"A";"1";"129";15;2
"0541";"A";"1";"138";3;6
"0542";"A";"4";"129";6;1
"0543";"A";"4C";"114";8;10
"0543";"A";"4C";"129";4;1
"0543";"A";"4C";"155";3;5
"0546";"A";"1";"110";1;3
"0546";"A";"1";"129";2;2
"0547";"A";"1";"1110";2;10
"0547";"A";"1";"114";6;5
"0547";"A";"1";"129";4;1
"0547";"A";"1";"155";7;5
"0547";"A";"1";"4104";2;12
"0548";"A";"1";"105";5;4
