"Estadillo";"Cla";"Subclase";"Especie";"Fcc";"Hm"
"1335";"A";"4";"116";5;6
"1335";"A";"4";"119";10;1
"1335";"A";"4";"4101";5;2
"1336";"A";"1";"117";10;2
"1336";"A";"1";"119";2;12
"1336";"A";"1";"129";2;1
"1336";"A";"1";"154";5;3
"1336";"A";"1";"8101";50;10
"1337";"A";"1";"114";10;4
"1337";"A";"1";"117";10;2
"1337";"A";"1";"129";10;2
"1337";"A";"1";"154";5;1
"1337";"A";"1";"8101";5;6
"1338";"A";"1";"128";3;2
"1338";"A";"1";"129";10;2
"1338";"A";"1";"154";5;4
"1338";"A";"1";"155";15;4
"1339";"A";"1";"116";15;16
"1339";"A";"1";"119";5;10
"1339";"A";"1";"126";10;4
"1339";"A";"1";"128";3;3
"1339";"A";"1";"129";10;3
"1340";"A";"1";"116";3;2
"1340";"A";"1";"119";15;2
"1340";"A";"1";"4104";10;10
"1341";"A";"1";"129";15;2
"1341";"A";"1";"2103";5;18
"1342";"A";"1";"116";5;15
"1342";"A";"1";"119";3;9
"1342";"A";"1";"129";5;2
"1342";"A";"1";"2103";5;2
"1343";"A";"4C";"119";3;3
"1343";"A";"4C";"129";5;2
"1343";"A";"4C";"4101";15;2
"1344";"A";"1";"1104";15;3
"1344";"A";"1";"129";5;2
"1344";"A";"1";"4101";10;2
"1345";"A";"1";"1104";2;2
"1345";"A";"1";"1163";2;10
"1345";"A";"1";"117";5;2
"1345";"A";"1";"118";1;1
"1345";"A";"1";"129";3;2
"1345";"A";"1";"8101";5;8
"1346";"A";"3E";"1163";1;15
"1346";"A";"3E";"117";2;3
"1346";"A";"3E";"126";1;3
"1346";"A";"3E";"129";10;2
"1347";"A";"4";"129";20;1
"1347";"A";"4";"142";5;1
"1347";"A";"4";"155";5;3
"1348";"A";"1";"1104";1;1
"1348";"A";"1";"1148";1;5
"1348";"A";"1";"116";1;5
"1348";"A";"1";"119";1;3
"1348";"A";"1";"155";2;7
"1349";"A";"1";"1104";2;1
"1349";"A";"1";"1148";1;3
"1349";"A";"1";"116";1;4
"1349";"A";"1";"117";1;2
"1349";"A";"1";"144";1;2
"1349";"A";"1";"155";2;10
"1350";"A";"1";"116";5;6
"1350";"A";"1";"117";5;2
"1350";"A";"1";"119";5;1
"1350";"A";"1";"126";10;1
"1350";"A";"1";"129";10;1
"1351";"A";"1";"1163";3;10
"1351";"A";"1";"119";1;10
"1351";"A";"1";"129";1;1
"1351";"A";"1";"171";1;1
"1352";"A";"3E";"129";4;3
"1352";"A";"3E";"155";3;4
"1353";"A";"1";"116";10;15
"1353";"A";"1";"119";15;34
"1353";"A";"1";"129";3;2
"1354";"A";"1";"1104";5;3
"1354";"A";"1";"116";3;3
"1354";"A";"1";"129";5;3
"1354";"A";"1";"4104";10;4
"1355";"A";"3E";"116";5;10
"1355";"A";"3E";"119";3;3
"1355";"A";"3E";"2103";15;18
"1356";"A";"3E";"4104";10;10
"1357";"A";"1";"1104";1;1
"1357";"A";"1";"1148";10;10
"1357";"A";"1";"116";2;7
"1357";"A";"1";"119";2;4
"1357";"A";"1";"129";5;2
"1357";"A";"1";"155";5;7
"1357";"A";"1";"4104";35;4
"1358";"A";"1";"116";1;2
"1358";"A";"1";"1163";1;10
"1358";"A";"1";"119";1;10
"1358";"A";"1";"144";1;2
"1358";"A";"1";"155";1;5
"1358";"A";"1";"3121";1;5
"1359";"A";"1";"116";1;2
"1359";"A";"1";"1163";1;15
"1359";"A";"1";"119";1;10
"1360";"A";"1";"116";5;10
"1360";"A";"1";"119";5;13
"1360";"A";"1";"129";5;2
"1360";"A";"1";"155";15;6
"1361";"A";"1";"104";20;4
"1361";"A";"1";"129";5;2
"1361";"A";"1";"4104";5;5
"1362";"A";"1";"1104";1;1
"1362";"A";"1";"1163";1;5
"1362";"A";"1";"119";1;4
"1362";"A";"1";"126";1;3
"1362";"A";"1";"129";5;2
"1362";"A";"1";"155";2;5
"1363";"A";"1";"1104";5;2
"1363";"A";"1";"116";10;10
"1363";"A";"1";"119";5;13
"1363";"A";"1";"129";10;2
"1363";"A";"1";"4104";20;4
"1364";"A";"3E";"116";10;16
"1364";"A";"3E";"119";5;35
"1364";"A";"3E";"4104";30;9
"1365";"A";"1";"115";5;16
"1366";"A";"1";"116";1;10
"1366";"A";"1";"1163";1;10
"1366";"A";"1";"118";1;1
"1366";"A";"1";"119";1;2
"1366";"A";"1";"128";1;1
"1366";"A";"1";"129";2;2
"1366";"A";"1";"155";25;8
"1368";"A";"1";"116";1;5
"1368";"A";"1";"1163";25;18
"1368";"A";"1";"119";1;5
"1368";"A";"1";"126";1;3
"1368";"A";"1";"129";1;1
"1368";"A";"1";"155";10;7
"1368";"A";"1";"4104";2;5
"1370";"A";"1";"1148";1;5
"1370";"A";"1";"116";1;1
"1370";"A";"1";"1163";1;5
"1370";"A";"1";"119";1;2
"1370";"A";"1";"129";2;1
"1372";"A";"1";"116";1;2
"1372";"A";"1";"119";1;15
"1372";"A";"1";"4104";5;5
"1373";"A";"1";"116";1;1
"1373";"A";"1";"119";2;15
"1376";"A";"3E";"1104";20;2
"1376";"A";"3E";"116";2;4
"1376";"A";"3E";"119";1;6
"1376";"A";"3E";"129";10;2
"1376";"A";"3E";"155";10;4
"1390";"A";"1";"119";2;25
"1390";"A";"1";"2103";2;2
"1390";"A";"1";"4104";5;4
"1394";"A";"3E";"1104";10;3
"1394";"A";"3E";"116";5;7
"1394";"A";"3E";"155";20;3
"1395";"A";"1";"104";15;3
"1398";"A";"1";"116";2;5
"1398";"A";"1";"4104";10;5
"1402";"A";"1";"116";10;8
"1402";"A";"1";"127";20;4
"1402";"A";"1";"129";30;3
"1402";"A";"1";"155";35;3
"1402";"A";"1";"162";5;4
"1402";"A";"1";"2103";15;25
"1406";"A";"3E";"1104";5;4
"1406";"A";"3E";"116";2;7
"1406";"A";"3E";"119";2;4
"1406";"A";"3E";"127";20;3
"1406";"A";"3E";"129";10;2
"1406";"A";"3E";"2103";2;12
"1407";"A";"1";"116";2;16
"1407";"A";"1";"119";2;30
"1407";"A";"1";"121";2;8
"1407";"A";"1";"129";5;3
"1407";"A";"1";"2103";45;14
"1408";"A";"1";"116";5;9
"1408";"A";"1";"129";5;2
"1408";"A";"1";"4104";40;5
"1411";"A";"3E";"119";2;20
"1411";"A";"3E";"155";2;4
"1413";"A";"1";"1104";15;2
"1413";"A";"1";"129";5;2
"1413";"A";"1";"2103";20;25
"1414";"A";"1";"128";1;2
"1414";"A";"1";"129";2;2
"1416";"A";"1";"2103";5;7
"1419";"A";"1";"1104";20;3
"1419";"A";"1";"129";2;2
"1419";"A";"1";"155";3;5
"1420";"A";"1";"110";2;6
"1420";"A";"1";"129";5;4
"1420";"A";"1";"155";5;3
"1420";"A";"1";"2103";5;5
"1420";"A";"1";"2109";5;4
"1420";"A";"1";"3101";20;4
"1420";"A";"1";"4104";5;6
"1421";"A";"1";"129";10;1
"1421";"A";"1";"155";2;2
"1421";"A";"1";"2103";1;5
"1424";"A";"1";"1110";3;7
"1424";"A";"1";"119";1;6
"1424";"A";"1";"129";30;2
"1424";"A";"1";"138";1;5
"1428";"A";"3E";"119";4;18
"1428";"A";"3E";"162";3;3
"1428";"A";"3E";"4122";1;1
"1429";"A";"3E";"105";7;23
"1429";"A";"3E";"1110";5;7
"1429";"A";"3E";"119";5;18
"1429";"A";"3E";"143";6;4
"1430";"A";"1";"105";5;6
"1430";"A";"1";"1103";10;5
"1430";"A";"1";"1110";2;6
"1430";"A";"1";"114";60;6
"1430";"A";"1";"117";2;4
"1430";"A";"1";"127";2;4
"1430";"A";"1";"129";5;3
"1430";"A";"1";"138";1;5
"1430";"A";"1";"142";4;2
"1430";"A";"1";"155";6;6
"1430";"A";"1";"3101";15;6
"1431";"A";"1";"1103";20;4
"1431";"A";"1";"1109";3;3
"1431";"A";"1";"1110";2;6
"1431";"A";"1";"129";2;3
"1431";"A";"1";"162";2;2
"1432";"A";"1";"1103";10;6
"1432";"A";"1";"155";10;6
"1434";"A";"1";"119";1;2
"1434";"A";"1";"130";2;6
"1434";"A";"1";"138";2;6
"1434";"A";"1";"162";8;5
"1436";"A";"1";"109";1;3
"1436";"A";"1";"1103";20;10
"1436";"A";"1";"1110";2;6
"1436";"A";"1";"114";20;10
"1436";"A";"1";"129";5;4
"1436";"A";"1";"162";1;4
"1436";"A";"1";"4103";2;10
"1437";"A";"1";"109";2;2
"1437";"A";"1";"1103";20;5
"1437";"A";"1";"1110";2;4
"1437";"A";"1";"1122";2;3
"1437";"A";"1";"114";25;7
"1437";"A";"1";"116";2;5
"1437";"A";"1";"128";2;3
"1437";"A";"1";"129";1;2
"1437";"A";"1";"4101";5;5
"1437";"A";"1";"5122";2;4
"1439";"A";"1";"1103";45;11
"1439";"A";"1";"1110";3;6
"1439";"A";"1";"119";3;13
"1439";"A";"1";"128";2;4
"1439";"A";"1";"129";5;4
"1439";"A";"1";"142";1;3
"1439";"A";"1";"2109";2;5
"1439";"A";"1";"3101";40;10
"1439";"A";"1";"4101";3;5
"1439";"A";"1";"8104";1;2
"1441";"A";"3E";"1103";6;5
"1441";"A";"3E";"119";7;18
"1441";"A";"3E";"129";2;3
"1441";"A";"3E";"138";2;4
"1441";"A";"3E";"3101";3;5
"1442";"A";"1";"1103";10;2
"1442";"A";"1";"1109";2;3
"1442";"A";"1";"1122";2;7
"1442";"A";"1";"114";5;3
"1443";"A";"3E";"1103";5;8
"1443";"A";"3E";"1110";3;6
"1443";"A";"3E";"119";5;6
"1443";"A";"3E";"2144";2;5
"1443";"A";"3E";"3101";5;5
"1444";"A";"1";"1103";17;8
"1444";"A";"1";"1109";6;8
"1444";"A";"1";"116";4;7
"1444";"A";"1";"119";2;15
"1444";"A";"1";"124";2;4
"1444";"A";"1";"128";2;3
"1444";"A";"1";"129";4;3
"1444";"A";"1";"142";3;2
"1445";"A";"1";"1101";5;11
"1445";"A";"1";"1103";5;6
"1445";"A";"1";"1110";1;6
"1445";"A";"1";"119";4;20
"1445";"A";"1";"129";4;4
"1445";"A";"1";"154";14;6
"1445";"A";"1";"2109";10;5
"1445";"A";"1";"5101";20;5
"1445";"A";"1";"8101";3;7
"1446";"A";"1";"1101";25;26
"1446";"A";"1";"1103";8;8
"1446";"A";"1";"1110";4;9
"1446";"A";"1";"1132";2;18
"1446";"A";"1";"114";10;12
"1446";"A";"1";"116";6;14
"1446";"A";"1";"119";6;24
"1446";"A";"1";"3121";6;31
"1446";"A";"1";"5101";4;11
"1446";"A";"1";"8101";11;22
"1447";"A";"1";"1103";15;8
"1447";"A";"1";"1110";1;9
"1447";"A";"1";"119";1;5
"1447";"A";"1";"155";2;5
"1448";"A";"1";"1101";30;24
"1448";"A";"1";"1103";15;11
"1448";"A";"1";"1110";3;7
"1448";"A";"1";"119";8;12
"1448";"A";"1";"128";2;5
"1448";"A";"1";"129";15;4
"1448";"A";"1";"155";10;19
"1448";"A";"1";"2109";5;6
"1448";"A";"1";"2144";2;17
"1448";"A";"1";"3121";2;18
"1448";"A";"1";"8101";15;23
"1450";"A";"1";"1104";15;4
"1450";"A";"1";"116";5;9
"1450";"A";"1";"124";2;4
"1450";"A";"1";"127";3;3
"1450";"A";"1";"142";4;2
"1450";"A";"1";"2109";10;7
"1450";"A";"1";"8104";50;8
"1452";"A";"1";"1103";6;6
"1452";"A";"1";"1110";3;7
"1452";"A";"1";"116";4;9
"1452";"A";"1";"119";2;8
"1452";"A";"1";"124";6;4
"1452";"A";"1";"127";3;3
"1452";"A";"1";"129";10;3
"1452";"A";"1";"8104";2;5
"1453";"A";"3E";"1103";5;7
"1453";"A";"3E";"1104";6;3
"1453";"A";"3E";"1109";3;6
"1453";"A";"3E";"1110";1;6
"1453";"A";"3E";"116";2;10
"1453";"A";"3E";"119";7;33
"1453";"A";"3E";"124";3;3
"1453";"A";"3E";"129";3;4
"1453";"A";"3E";"8104";6;8
"1454";"A";"1";"109";5;5
"1454";"A";"1";"1103";6;7
"1454";"A";"1";"1110";2;6
"1454";"A";"1";"114";5;11
"1454";"A";"1";"116";4;11
"1454";"A";"1";"119";7;9
"1454";"A";"1";"124";4;3
"1454";"A";"1";"129";3;4
"1454";"A";"1";"138";1;5
"1454";"A";"1";"4104";2;18
"1454";"A";"1";"5122";6;7
"1454";"A";"1";"8101";2;6
"1456";"A";"1";"1103";5;2
"1456";"A";"1";"114";10;2
"1456";"A";"1";"128";5;1
"1459";"A";"1";"105";3;5
"1459";"A";"1";"1103";12;6
"1459";"A";"1";"1109";8;5
"1459";"A";"1";"1110";5;6
"1459";"A";"1";"114";20;9
"1459";"A";"1";"115";7;30
"1459";"A";"1";"116";10;13
"1459";"A";"1";"119";2;12
"1459";"A";"1";"124";3;4
"1459";"A";"1";"127";4;4
"1459";"A";"1";"129";5;3
"1459";"A";"1";"2144";3;18
"1459";"A";"1";"4101";10;5
"1459";"A";"1";"5122";15;6
"1459";"A";"1";"8104";5;8
"1460";"A";"1";"1103";10;6
"1460";"A";"1";"1109";3;5
"1460";"A";"1";"1110";3;6
"1460";"A";"1";"116";15;11
"1460";"A";"1";"119";5;19
"1460";"A";"1";"124";3;4
"1460";"A";"1";"129";5;4
"1460";"A";"1";"2124";2;4
"1460";"A";"1";"2144";4;23
"1461";"A";"1";"1103";5;3
"1461";"A";"1";"1122";8;15
"1461";"A";"1";"114";10;5
"1461";"A";"1";"4101";4;6
"1464";"A";"3E";"1104";35;2
"1464";"A";"3E";"116";15;9
"1464";"A";"3E";"142";6;2
"1464";"A";"3E";"162";2;4
"1466";"A";"4";"1103";25;10
"1466";"A";"4";"114";15;13
"1466";"A";"4";"4101";2;5
"1466";"A";"4";"5122";1;2
"1467";"A";"4";"1103";8;3
"1467";"A";"4";"1110";2;4
"1467";"A";"4";"114";6;3
"1467";"A";"4";"128";7;2
"1469";"A";"1";"104";5;10
"1469";"A";"1";"1110";1;4
"1469";"A";"1";"114";5;10
"1469";"A";"1";"116";2;5
"1469";"A";"1";"144";1;25
"1470";"A";"1";"1103";10;7
"1470";"A";"1";"1109";3;6
"1470";"A";"1";"114";5;11
"1470";"A";"1";"129";5;1
"1470";"A";"1";"4101";20;10
"1473";"A";"3E";"1103";3;1
"1473";"A";"3E";"1109";2;3
"1473";"A";"3E";"114";2;2
"1473";"A";"3E";"129";10;1
"1473";"A";"3E";"144";2;22
"1474";"A";"4";"1103";5;15
"1474";"A";"4";"1110";10;5
"1474";"A";"4";"121";35;28
"1474";"A";"4";"128";2;3
"1474";"A";"4";"129";5;3
"1474";"A";"4";"138";2;5
"1474";"A";"4";"3101";3;3
"1475";"A";"3E";"119";15;20
"1475";"A";"3E";"121";25;30
"1476";"A";"1";"1103";8;6
"1476";"A";"1";"114";5;10
"1476";"A";"1";"4101";5;5
"1477";"A";"3E";"1103";55;13
"1477";"A";"3E";"114";25;12
"1477";"A";"3E";"4101";5;9
"1478";"A";"4C";"1109";3;4
"1478";"A";"4C";"114";5;7
"1478";"A";"4C";"129";5;1
"1478";"A";"4C";"4101";20;6
"1479";"A";"4C";"1103";5;5
"1479";"A";"4C";"114";3;4
"1479";"A";"4C";"129";2;1
"1479";"A";"4C";"4101";25;4
"1481";"A";"1";"1103";10;6
"1481";"A";"1";"1122";2;7
"1481";"A";"1";"114";20;8
"1481";"A";"1";"129";1;1
"1481";"A";"1";"162";2;1
"1481";"A";"1";"5122";2;3
"1482";"A";"1";"1103";40;13
"1482";"A";"1";"114";8;10
"1482";"A";"1";"128";2;1
"1482";"A";"1";"4101";2;4
"1484";"A";"1";"114";60;9
"1484";"A";"1";"129";5;2
"1484";"A";"1";"155";15;8
"1484";"A";"1";"3101";5;7
"1484";"A";"1";"4101";5;7
"1485";"A";"1";"1109";5;4
"1485";"A";"1";"117";2;4
"1485";"A";"1";"129";5;2
"1485";"A";"1";"155";10;8
"1485";"A";"1";"3101";60;7
"1485";"A";"1";"4101";5;5
"1486";"A";"1";"1103";10;6
"1486";"A";"1";"1110";10;10
"1486";"A";"1";"128";2;2
"1486";"A";"1";"129";2;2
"1486";"A";"1";"138";2;5
"1486";"A";"1";"3101";5;5
"1486";"A";"1";"4104";2;5
"1488";"A";"3E";"1103";20;3
"1488";"A";"3E";"114";5;3
"1488";"A";"3E";"151";1;2
"1488";"A";"3E";"4101";5;3
"1488";"A";"3E";"5122";1;2
"1491";"A";"1";"114";55;8
"1491";"A";"1";"117";1;3
"1491";"A";"1";"129";5;2
"1491";"A";"1";"155";5;8
"1491";"A";"1";"3101";15;8
"1491";"A";"1";"4101";2;6
"1493";"A";"1";"128";5;3
"1493";"A";"1";"129";5;2
"1493";"A";"1";"155";5;7
"1494";"A";"1";"104";2;10
"1494";"A";"1";"105";5;12
"1494";"A";"1";"114";20;8
"1494";"A";"1";"129";5;2
"1494";"A";"1";"4101";20;8
"1495";"A";"1";"1103";7;7
"1495";"A";"1";"114";20;4
"1495";"A";"1";"4101";5;5
"1498";"A";"4";"109";2;4
"1498";"A";"4";"1103";7;5
"1498";"A";"4";"114";20;7
"1498";"A";"4";"117";5;2
"1498";"A";"4";"4101";10;4
"1499";"A";"1";"1103";8;3
"1499";"A";"1";"1109";2;3
"1499";"A";"1";"114";40;5
"1499";"A";"1";"129";2;1
"1499";"A";"1";"4101";5;5
"1500";"A";"1";"105";2;5
"1500";"A";"1";"1103";5;5
"1500";"A";"1";"1109";2;7
"1500";"A";"1";"114";20;8
"1500";"A";"1";"129";2;1
"1502";"A";"1";"1103";1;3
"1502";"A";"1";"1109";1;2
"1502";"A";"1";"114";2;5
"1502";"A";"1";"129";2;2
"1502";"A";"1";"4101";10;8
"1503";"A";"1";"1103";3;3
"1503";"A";"1";"1109";1;2
"1503";"A";"1";"114";2;2
"1503";"A";"1";"129";4;1
"1503";"A";"1";"4101";5;2
"1511";"A";"4";"1103";2;1
"1511";"A";"4";"114";10;5
"1511";"A";"4";"117";5;5
"1511";"A";"4";"129";2;1
"1511";"A";"4";"3101";2;11
"1511";"A";"4";"4101";20;6
"1514";"A";"3E";"114";13;4
"1514";"A";"3E";"138";1;3
"1514";"A";"3E";"157";2;5
"1514";"A";"3E";"4101";5;3
"1515";"A";"1";"109";2;4
"1515";"A";"1";"1103";10;4
"1515";"A";"1";"114";10;3
"1515";"A";"1";"128";3;2
"1515";"A";"1";"162";3;5
"1516";"A";"1";"1103";10;6
"1516";"A";"1";"1110";1;9
"1516";"A";"1";"114";7;6
"1516";"A";"1";"128";1;2
"1516";"A";"1";"142";2;1
"1516";"A";"1";"4101";3;5
"1517";"A";"1";"1103";30;6
"1517";"A";"1";"128";2;2
"1517";"A";"1";"4101";4;5
"1522";"A";"1";"1103";5;5
"1522";"A";"1";"114";15;8
"1522";"A";"1";"128";3;1
"1522";"A";"1";"129";10;2
"1522";"A";"1";"138";2;4
"1522";"A";"1";"4101";8;7
"1523";"A";"1";"1103";2;4
"1523";"A";"1";"114";7;5
"1523";"A";"1";"128";2;1
"1523";"A";"1";"129";5;2
"1523";"A";"1";"4101";17;5
"1525";"A";"1";"1110";5;14
"1525";"A";"1";"119";5;10
"1525";"A";"1";"121";15;25
"1525";"A";"1";"155";20;14
"1525";"A";"1";"3101";5;9
"1527";"A";"1";"1103";8;8
"1527";"A";"1";"114";15;7
"1527";"A";"1";"129";5;1
"1527";"A";"1";"4101";2;4
"1528";"A";"1";"1103";4;5
"1528";"A";"1";"1109";2;4
"1528";"A";"1";"114";20;15
"1528";"A";"1";"129";5;1
"1528";"A";"1";"142";2;2
"1528";"A";"1";"4101";5;3
"1529";"A";"3E";"1103";15;4
"1529";"A";"3E";"1109";2;3
"1529";"A";"3E";"114";15;7
"1529";"A";"3E";"129";10;1
"1529";"A";"3E";"4101";3;5
"1531";"A";"4";"1103";35;11
"1531";"A";"4";"1122";5;20
"1531";"A";"4";"114";15;10
"1531";"A";"4";"129";3;2
"1531";"A";"4";"4101";8;8
"1532";"A";"1";"1103";7;5
"1532";"A";"1";"1122";5;7
"1532";"A";"1";"114";10;5
"1532";"A";"1";"128";2;3
"1532";"A";"1";"129";2;3
"1532";"A";"1";"4101";2;3
"1533";"A";"4C";"102";1;10
"1533";"A";"4C";"109";1;3
"1533";"A";"4C";"1103";5;3
"1533";"A";"4C";"1110";3;8
"1533";"A";"4C";"114";50;10
"1533";"A";"4C";"129";8;2
"1533";"A";"4C";"2101";1;6
"1534";"A";"3E";"1122";1;8
"1534";"A";"3E";"114";5;5
"1534";"A";"3E";"128";12;2
"1534";"A";"3E";"129";2;1
"1534";"A";"3E";"2101";1;3
"1534";"A";"3E";"4101";7;4
"1536";"A";"1";"102";2;4
"1536";"A";"1";"119";20;22
"1536";"A";"1";"121";15;24
"1537";"A";"1";"1103";5;3
"1537";"A";"1";"114";60;13
"1538";"A";"1";"1103";8;50
"1538";"A";"1";"4101";3;40
"1539";"A";"3E";"1103";5;4
"1539";"A";"3E";"1122";2;14
"1539";"A";"3E";"114";25;8
"1539";"A";"3E";"4101";10;8
"1539";"A";"3E";"8155";2;10
"1540";"A";"4";"1103";3;8
"1540";"A";"4";"1122";5;15
"1540";"A";"4";"114";15;10
"1540";"A";"4";"4101";10;8
"1541";"A";"1";"1103";20;9
"1541";"A";"1";"1122";3;12
"1541";"A";"1";"114";60;10
"1541";"A";"1";"4101";10;6
"1543";"A";"1";"1103";30;7
"1543";"A";"1";"1110";2;5
"1543";"A";"1";"114";5;5
"1543";"A";"1";"119";2;6
"1543";"A";"1";"129";2;2
"1543";"A";"1";"3101";30;10
"1543";"A";"1";"4103";5;13
"1543";"A";"1";"4104";5;15
"1545";"A";"3E";"1103";5;7
"1545";"A";"3E";"114";15;11
"1545";"A";"3E";"128";2;1
"1545";"A";"3E";"129";1;1
"1545";"A";"3E";"4101";2;1
"1546";"A";"4";"109";2;4
"1546";"A";"4";"1103";5;2
"1546";"A";"4";"114";60;10
"1546";"A";"4";"4101";5;7
"1547";"A";"1";"1103";30;6
"1547";"A";"1";"114";40;6
"1547";"A";"1";"129";5;2
"1547";"A";"1";"4101";5;5
"1547";"A";"1";"5122";5;5
"1548";"A";"1";"1103";10;8
"1548";"A";"1";"1109";1;3
"1548";"A";"1";"114";10;10
"1548";"A";"1";"4101";6;8
"1548";"A";"1";"5122";2;7
"1549";"A";"1";"1103";10;8
"1549";"A";"1";"1109";3;5
"1549";"A";"1";"114";15;10
"1549";"A";"1";"129";3;1
"1549";"A";"1";"2101";3;28
"1549";"A";"1";"3101";6;8
"1549";"A";"1";"5122";1;1
"1550";"A";"4";"1103";4;4
"1550";"A";"4";"1110";1;5
"1550";"A";"4";"114";3;3
"1550";"A";"4";"129";1;2
"1551";"A";"1";"109";2;3
"1551";"A";"1";"1103";20;5
"1551";"A";"1";"1110";2;3
"1551";"A";"1";"114";50;6
"1551";"A";"1";"129";2;2
"1551";"A";"1";"4103";5;18
"1551";"A";"1";"5122";5;3
"1552";"A";"1";"105";5;5
"1552";"A";"1";"109";1;2
"1552";"A";"1";"1103";5;3
"1552";"A";"1";"114";15;7
"1552";"A";"1";"129";5;1
"1552";"A";"1";"151";1;2
"1552";"A";"1";"3101";1;1
"1552";"A";"1";"5122";2;10
"1553";"A";"1";"109";2;4
"1553";"A";"1";"1103";12;11
"1553";"A";"1";"114";12;8
"1553";"A";"1";"128";2;4
"1553";"A";"1";"129";4;4
"1553";"A";"1";"142";2;2
"1553";"A";"1";"155";9;11
"1553";"A";"1";"3101";3;6
"1553";"A";"1";"4101";8;6
"1553";"A";"1";"4122";2;4
"1554";"A";"1";"105";15;10
"1554";"A";"1";"1103";10;5
"1554";"A";"1";"1122";5;7
"1554";"A";"1";"114";30;7
"1554";"A";"1";"128";2;2
"1554";"A";"1";"129";5;2
"1554";"A";"1";"3101";20;6
"1554";"A";"1";"4101";2;5
"1555";"A";"1";"105";2;2
"1555";"A";"1";"1122";2;8
"1555";"A";"1";"114";10;10
"1555";"A";"1";"128";1;2
"1555";"A";"1";"129";15;2
"1555";"A";"1";"157";10;8
"1555";"A";"1";"3101";3;3
"1555";"A";"1";"4101";5;5
"1556";"A";"1";"1110";2;9
"1556";"A";"1";"114";5;8
"1556";"A";"1";"129";2;1
"1556";"A";"1";"151";1;7
"1556";"A";"1";"157";30;6
"1556";"A";"1";"4101";2;2
"1556";"A";"1";"5101";1;3
"1557";"A";"4C";"1103";5;5
"1557";"A";"4C";"1122";2;3
"1557";"A";"4C";"114";50;5
"1557";"A";"4C";"129";5;2
"1557";"A";"4C";"142";2;2
"1557";"A";"4C";"3101";2;4
"1557";"A";"4C";"4101";15;6
"1557";"A";"4C";"5122";2;2
"1558";"A";"1";"1103";7;6
"1558";"A";"1";"1110";3;5
"1558";"A";"1";"114";10;4
"1558";"A";"1";"129";5;1
"1558";"A";"1";"154";2;3
"1558";"A";"1";"2101";3;10
"1559";"A";"3E";"1103";25;11
"1559";"A";"3E";"114";70;11
"1559";"A";"3E";"3101";8;10
"1559";"A";"3E";"6101";5;4
"1560";"A";"1";"110";6;3
"1560";"A";"1";"114";8;5
"1560";"A";"1";"129";1;1
"1560";"A";"1";"4101";2;3
"1560";"A";"1";"5122";1;3
"1562";"A";"1";"1103";5;7
"1562";"A";"1";"114";30;11
"1562";"A";"1";"144";2;10
"1562";"A";"1";"2109";20;8
"1564";"A";"1";"109";5;10
"1564";"A";"1";"1103";10;14
"1564";"A";"1";"1110";2;5
"1564";"A";"1";"121";4;17
"1564";"A";"1";"128";10;5
"1564";"A";"1";"129";3;3
"1566";"A";"1";"1103";4;2
"1566";"A";"1";"114";10;5
"1566";"A";"1";"4101";5;5
"1566";"A";"1";"5122";1;1
"1567";"A";"1";"1103";5;5
"1567";"A";"1";"1122";1;14
"1567";"A";"1";"114";15;4
"1567";"A";"1";"129";2;1
"1567";"A";"1";"3101";15;3
"1567";"A";"1";"5122";1;5
"1568";"A";"1";"1103";10;5
"1568";"A";"1";"1122";2;5
"1568";"A";"1";"114";15;4
"1568";"A";"1";"129";2;2
"1568";"A";"1";"142";2;2
"1568";"A";"1";"4101";10;5
"1568";"A";"1";"5122";2;10
"1569";"A";"1";"105";10;10
"1569";"A";"1";"1122";2;5
"1569";"A";"1";"117";2;10
"1569";"A";"1";"129";2;2
"1569";"A";"1";"157";2;2
"1569";"A";"1";"4101";15;7
"1569";"A";"1";"4104";10;10
"1570";"A";"3E";"1103";6;5
"1570";"A";"3E";"114";10;7
"1570";"A";"3E";"129";8;3
"1570";"A";"3E";"155";2;7
"1570";"A";"3E";"162";3;4
"1570";"A";"3E";"4101";18;5
"1570";"A";"3E";"5122";5;6
"1574";"A";"1";"1103";10;8
"1574";"A";"1";"114";40;10
"1574";"A";"1";"117";5;2
"1576";"A";"3E";"1103";10;5
"1576";"A";"3E";"1110";2;14
"1576";"A";"3E";"3101";40;5
"1578";"A";"1";"109";3;6
"1578";"A";"1";"1103";8;6
"1578";"A";"1";"129";5;2
"1579";"A";"4";"1103";8;7
"1579";"A";"4";"1110";2;7
"1579";"A";"4";"128";8;3
"1579";"A";"4";"3101";2;6
"1579";"A";"4";"4101";2;5
"1580";"A";"4";"109";2;4
"1580";"A";"4";"1103";3;2
"1581";"A";"1";"1103";10;8
"1581";"A";"1";"1110";1;6
"1581";"A";"1";"114";25;6
"1581";"A";"1";"129";3;1
"1581";"A";"1";"4101";8;8
"1582";"A";"1";"1103";20;5
"1582";"A";"1";"114";5;5
"1582";"A";"1";"3101";55;11
"1583";"A";"1";"105";1;2
"1583";"A";"1";"1103";5;5
"1583";"A";"1";"1110";1;5
"1583";"A";"1";"114";2;2
"1583";"A";"1";"117";1;10
"1583";"A";"1";"3101";2;2
"1583";"A";"1";"4101";2;2
"1584";"A";"1";"105";5;17
"1584";"A";"1";"1103";5;7
"1584";"A";"1";"1122";3;10
"1584";"A";"1";"114";35;8
