"Estadillo";"Cla";"Subclase";"CoorX";"Coory"
2461;"N";"N";420000;4085000
2462;"N";"N";425000;4095000
2463;"N";"N";427000;4095000
2464;"N";"N";429000;4095000
2465;"N";"N";429972;4094998
2466;"N";"N";437000;4095000
2467;"N";"N";433000;4094000
2468;"N";"N";0;0
2469;"N";"N";453003;4093015
2470;"N";"N";439000;4091000
2471;"N";"N";449000;4091000
2473;"N";"N";448011;4090022
2474;"N";"N";425015;4089004
2475;"N";"N";440000;4088000
2476;"N";"N";431000;4087000
2477;"N";"N";439000;4087000
2478;"N";"N";441000;4086000
2479;"N";"N";425000;4085000
2480;"N";"N";424000;4084000
2481;"N";"N";432000;4084000
2483;"N";"N";426008;4082987
2484;"N";"N";451997;4082992
2485;"N";"N";424000;4082000
2486;"N";"N";427000;4082000
2487;"N";"N";442000;4082000
2488;"N";"N";425000;4081000
2489;"N";"N";434000;4081000
2490;"N";"N";443000;4081000
2492;"N";"N";432000;4080000
2493;"N";"N";436000;4080000
2494;"N";"N";440000;4080000
2495;"N";"N";445000;4080000
2496;"N";"N";446000;4080000
2497;"N";"N";434000;4079000
2498;"N";"N";0;0
2499;"N";"N";475027;4094997
2500;"N";"N";469000;4094000
2501;"N";"N";0;0
2502;"N";"N";455000;4093000
2503;"N";"N";463000;4093000
2504;"N";"N";475005;4093014
2505;"N";"N";454000;4092000
2506;"N";"N";457000;4092000
2507;"N";"N";469000;4092000
2508;"N";"N";480000;4092000
2509;"N";"N";455000;4091000
2510;"N";"N";477000;4091000
2511;"N";"N";481000;4091000
2513;"N";"N";458000;4090000
2514;"N";"N";464000;4090000
2515;"N";"N";465012;4090000
2516;"N";"N";455000;4089000
2517;"N";"N";457000;4089000
2518;"N";"N";478000;4089000
2519;"N";"N";455980;4088005
2520;"N";"N";466000;4088000
2521;"N";"N";461000;4087000
2522;"N";"N";468000;4087000
2523;"N";"N";470000;4087000
2525;"N";"N";469002;4085970
2526;"N";"N";470999;4086001
2527;"N";"N";482018;4085982
2528;"N";"N";470000;4085000
2529;"N";"N";480985;4082003
2530;"N";"N";455000;4080000
2531;"N";"N";474995;4080005
2532;"N";"N";480014;4080033
2533;"N";"N";474000;4078000
2534;"N";"N";458000;4077000
2535;"N";"N";465997;4076995
2536;"N";"N";472000;4077000
2537;"N";"N";475000;4077000
2538;"N";"N";484000;4095000
2539;"N";"N";485000;4095000
2541;"N";"N";485000;4092000
2542;"N";"N";0;0
2543;"N";"N";499000;4091000
2544;"N";"N";484006;4088000
2545;"N";"N";485004;4084934
2546;"N";"N";489979;4084983
2547;"N";"N";491000;4084000
2548;"N";"N";484003;4082983
2549;"N";"N";494000;4083000
2550;"N";"N";487000;4082000
2551;"N";"N";489000;4082000
2552;"N";"N";0;0
2554;"N";"N";488000;4080014
2555;"N";"N";491000;4079000
2556;"N";"N";489000;4078000
2557;"N";"N";491000;4077000
2558;"N";"N";0;0
2559;"N";"N";434000;4076000
2560;"N";"N";0;0
2562;"N";"N";442000;4074000
2563;"N";"N";437005;4073015
2564;"N";"N";446000;4073000
2565;"N";"N";0;0
2566;"N";"N";440000;4070000
2567;"N";"N";464000;4076000
2568;"N";"N";0;0
2569;"N";"N";470000;4076000
2570;"N";"N";473005;4076013
2571;"N";"N";460000;4075000
2573;"N";"N";472986;4074985
2574;"N";"N";460000;4074000
2575;"N";"N";463000;4074000
2576;"N";"N";466994;4072993
2577;"N";"N";454000;4070000
2578;"N";"N";455000;4070000
2579;"N";"N";456000;4070000
2580;"N";"N";474000;4070000
2581;"N";"N";477000;4069000
2583;"N";"N";474000;4068000
2584;"N";"N";462986;4067006
