"COD_parcela";"Especie";"nr_arboles"
"985-A-3E";"24";1
"985-A-3E";"26";11
"987-A-4C";"45";2
"988-A-4";"26";23
"99-A-1";"25";9
"99-A-1";"45";18
"99-A-1";NA;1
"993-A-1";"26";8
"993-A-1";"45";4
"994-A-1";"26";29
"994-A-1";NA;1
"997-A-1";"21";17
"997-A-1";"26";1
"998-A-1";"26";6
"998-A-1";"45";10
